KodLan,NamSek,Rank,Jenjang,SubJenjang,Status,PD,Kec,KotKab,Kota,Provinsi,Alamat
20218558,SDNEGERI TANJUNG BARU 01,,SD,SDN,Negeri,171,Cikarang Timur,Kab,BEKASI,Jawa Barat,
20218572,SDNEGERI TANJUNG BARU 02,,SD,SDN,Negeri,487,Cikarang Timur,Kab,BEKASI,Jawa Barat,
20247243,SDNEGERI TANJUNG BARU 03,,SD,SDN,Negeri,279,Cikarang Timur,Kab,BEKASI,Jawa Barat,
20603432,SDNEGERI TANJUNG BURUNG,,SD,SDN,Negeri,410,Teluk Naga,Kab,TANGERANG,Banten,
20105539,SDNEGERI TANJUNG DUREN SELATAN 01 PG,,SD,SDN,Negeri,484,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105542,SDNEGERI TANJUNG DUREN SELATAN 05 PG,,SD,SDN,Negeri,380,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105544,SDNEGERI TANJUNG DUREN UTARA 01 PG,,SD,SDN,Negeri,298,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105545,SDNEGERI TANJUNG DUREN UTARA 02 PG,,SD,SDN,Negeri,311,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105547,SDNEGERI TANJUNG DUREN UTARA 06 PAGI,,SD,SDN,Negeri,469,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20605250,SDNEGERI TANJUNG ILIR,,SD,SDN,Negeri,0,Taktakan,Kota,SERANG,Banten,
20605241,SDNEGERI TANJUNG KULON,,SD,SDN,Negeri,244,Pabuaran,Kab,SERANG,Banten,
20603431,SDNEGERI TANJUNG PASIR I,,SD,SDN,Negeri,233,Teluk Naga,Kab,TANGERANG,Banten,
20603418,SDNEGERI TANJUNG PASIR II,,SD,SDN,Negeri,248,Teluk Naga,Kab,TANGERANG,Banten,
20104949,SDNEGERI TANJUNG PRIOK 04 PG,,SD,SDN,Negeri,652,Tanjung Priok,Kota,JAKARTA UTARA,DKI Jakarta,
20218570,SDNEGERI TANJUNG SARI 01,,SD,SDN,Negeri,136,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20218569,SDNEGERI TANJUNG SARI 02,,SD,SDN,Negeri,411,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20218568,SDNEGERI TANJUNG SARI 03,,SD,SDN,Negeri,95,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20218571,SDNEGERI TANJUNGBARU 04,,SD,SDN,Negeri,436,Cikarang Timur,Kab,BEKASI,Jawa Barat,
20200780,SDNEGERI TANJUNGRASA,,SD,SDN,Negeri,98,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20605240,SDNEGERI TANJUNGSARI,,SD,SDN,Negeri,86,Pabuaran,Kab,SERANG,Banten,
20200782,SDNEGERI TANJUNGSARI 01,,SD,SDN,Negeri,161,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20200778,SDNEGERI TANJUNGSARI 02,,SD,SDN,Negeri,202,Tanjung Sari,Kab,BOGOR 2,Jawa Barat,
20605230,SDNEGERI TAPOS,,SD,SDN,Negeri,110,Cinangka,Kab,SERANG,Banten,
20230592,SDNEGERI TAPOS 01,,SD,SDN,Negeri,249,Tenjo,Kab,BOGOR 2,Jawa Barat,
20200921,SDNEGERI TAPOS 02,,SD,SDN,Negeri,183,Tenjo,Kab,BOGOR 2,Jawa Barat,
20200922,SDNEGERI TAPOS 02,,SD,SDN,Negeri,168,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
20200924,SDNEGERI TAPOS 03,,SD,SDN,Negeri,232,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
20228972,SDNEGERI TAPOS 1,,SD,SDN,Negeri,191,Tapos,Kota,DEPOK 2,Jawa Barat,
20228973,SDNEGERI TAPOS 2,,SD,SDN,Negeri,286,Tapos,Kota,DEPOK 2,Jawa Barat,
20228974,SDNEGERI TAPOS 3,,SD,SDN,Negeri,295,Tapos,Kota,DEPOK 2,Jawa Barat,
20228975,SDNEGERI TAPOS 4,,SD,SDN,Negeri,300,Tapos,Kota,DEPOK 2,Jawa Barat,
20228976,SDNEGERI TAPOS 5,,SD,SDN,Negeri,290,Tapos,Kota,DEPOK 2,Jawa Barat,
20603420,SDNEGERI TAPOS WETAN,,SD,SDN,Negeri,365,Tiga Raksa,Kab,TANGERANG,Banten,
20200916,SDNEGERI TARIKOLOT 02,,SD,SDN,Negeri,234,Cibinong,Kab,BOGOR 1,Jawa Barat,
20200906,SDNEGERI TARIKOLOT 03,,SD,SDN,Negeri,670,Citeureup,Kab,BOGOR 2,Jawa Barat,
20603421,SDNEGERI TARISI,,SD,SDN,Negeri,364,Panongan,Kab,TANGERANG,Banten,
20605231,SDNEGERI TARITIH,,SD,SDN,Negeri,185,Mancak,Kab,SERANG,Banten,
20200910,SDNEGERI TARUNA MULYA,,SD,SDN,Negeri,133,Cariu,Kab,BOGOR 2,Jawa Barat,
20102251,SDNEGERI TEBET BARAT 01 PAGI,,SD,SDN,Negeri,206,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20102260,SDNEGERI TEBET BARAT 08 PAGI,,SD,SDN,Negeri,345,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20102253,SDNEGERI TEBET TIMUR 11 PAGI,,SD,SDN,Negeri,125,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20106214,SDNEGERI TEBET TIMUR 15 PAGI,,SD,SDN,Negeri,249,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20102233,SDNEGERI TEBET TIMUR 17 PAGI,,SD,SDN,Negeri,495,Tebet,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20603422,SDNEGERI TEGAL,,SD,SDN,Negeri,100,Pagedangan,Kab,TANGERANG,Banten,
20605232,SDNEGERI TEGAL,,SD,SDN,Negeri,0,Anyar,Kab,SERANG,Banten,
20200912,SDNEGERI TEGAL 02,,SD,SDN,Negeri,163,Kemang,Kab,BOGOR 2,Jawa Barat,
20230593,SDNEGERI TEGAL 04,,SD,SDN,Negeri,465,Kemang,Kab,BOGOR 2,Jawa Barat,
20105549,SDNEGERI TEGAL ALUR 01 PG,,SD,SDN,Negeri,313,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105561,SDNEGERI TEGAL ALUR 03 PG,,SD,SDN,Negeri,345,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105562,SDNEGERI TEGAL ALUR 04 PG,,SD,SDN,Negeri,298,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105565,SDNEGERI TEGAL ALUR 07 PG,,SD,SDN,Negeri,336,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105566,SDNEGERI TEGAL ALUR 08 PG,,SD,SDN,Negeri,380,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105569,SDNEGERI TEGAL ALUR 10,,SD,SDN,Negeri,472,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105570,SDNEGERI TEGAL ALUR 11 PG,,SD,SDN,Negeri,272,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105571,SDNEGERI TEGAL ALUR 12 PT,,SD,SDN,Negeri,281,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105574,SDNEGERI TEGAL ALUR 15 PG,,SD,SDN,Negeri,273,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105575,SDNEGERI TEGAL ALUR 16 PT,,SD,SDN,Negeri,312,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105579,SDNEGERI TEGAL ALUR 20 PT,,SD,SDN,Negeri,274,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20105580,SDNEGERI TEGAL ALUR 21 PT,,SD,SDN,Negeri,299,Kali Deres,Kota,JAKARTA BARAT,DKI Jakarta,
20605233,SDNEGERI TEGAL DAWA,,SD,SDN,Negeri,0,Kasemen,Kota,SERANG,Banten,
20200915,SDNEGERI TEGAL JAYA 01,,SD,SDN,Negeri,201,Kemang,Kab,BOGOR 2,Jawa Barat,
20200929,SDNEGERI TEGAL JAYA 02,,SD,SDN,Negeri,209,Kemang,Kab,BOGOR 2,Jawa Barat,
20605235,SDNEGERI TEGAL JETAK,,SD,SDN,Negeri,0,Ciruas,Kab,SERANG,Banten,
20603423,SDNEGERI TEGAL KUNIR KIDUL I,,SD,SDN,Negeri,0,Mauk,Kab,TANGERANG,Banten,
20603424,SDNEGERI TEGAL KUNIR KIDUL II,,SD,SDN,Negeri,300,Mauk,Kab,TANGERANG,Banten,
20603425,SDNEGERI TEGAL KUNIR LOR I,,SD,SDN,Negeri,0,Mauk,Kab,TANGERANG,Banten,
20603426,SDNEGERI TEGAL KUNIR LOR II,,SD,SDN,Negeri,0,Mauk,Kab,TANGERANG,Banten,
20605237,SDNEGERI TEGAL MAJA,,SD,SDN,Negeri,198,Kragilan,Kab,SERANG,Banten,
20102202,SDNEGERI TEGAL PARANG 03 PG,,SD,SDN,Negeri,206,Mampang Prapatan,Kota,JAKARTA SELATAN 2,DKI Jakarta,
20603427,SDNEGERI TEGAL SARI,,SD,SDN,Negeri,111,Mekar Baru,Kab,TANGERANG,Banten,
20603428,SDNEGERI TEGALANGUS,,SD,SDN,Negeri,456,Teluk Naga,Kab,TANGERANG,Banten,
20230594,SDNEGERI TEGALBATU,,SD,SDN,Negeri,126,Cariu,Kab,BOGOR 2,Jawa Barat,
20605236,SDNEGERI TEGALKEMBANG,,SD,SDN,Negeri,0,Walantaka,Kota,SERANG,Banten,
20200930,SDNEGERI TEGALLANGKAP 01,,SD,SDN,Negeri,248,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
20200931,SDNEGERI TEGALLANGKAP 02,,SD,SDN,Negeri,427,Tenjolaya,Kab,BOGOR 2,Jawa Barat,
20200945,SDNEGERI TEGALPANJANG,,SD,SDN,Negeri,268,Cariu,Kab,BOGOR 2,Jawa Barat,
20200949,SDNEGERI TEGALPONDOH,,SD,SDN,Negeri,121,Tenjo,Kab,BOGOR 2,Jawa Barat,
20200948,SDNEGERI TEGALWARU 03,,SD,SDN,Negeri,304,Ciampea,Kab,BOGOR 2,Jawa Barat,
20605238,SDNEGERI TEJAMARI 1,,SD,SDN,Negeri,288,Baros,Kab,SERANG,Banten,
20605239,SDNEGERI TEJAMARI 2,,SD,SDN,Negeri,0,Baros,Kab,SERANG,Banten,
20605251,SDNEGERI TELAGA,,SD,SDN,Negeri,211,Kibin,Kab,SERANG,Banten,
20218564,SDNEGERI TELAGA ASIH 01,,SD,SDN,Negeri,590,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218563,SDNEGERI TELAGA ASIH 02,,SD,SDN,Negeri,479,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218562,SDNEGERI TELAGA ASIH 03,,SD,SDN,Negeri,276,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218561,SDNEGERI TELAGA ASIH 04,,SD,SDN,Negeri,684,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20244806,SDNEGERI TELAGA ASIH 05,,SD,SDN,Negeri,170,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218560,SDNEGERI TELAGA ASIH 06,,SD,SDN,Negeri,216,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218559,SDNEGERI TELAGA MURNI 01,,SD,SDN,Negeri,413,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218541,SDNEGERI TELAGA MURNI 02,,SD,SDN,Negeri,460,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218477,SDNEGERI TELAGA MURNI 03,,SD,SDN,Negeri,692,Cikarang Barat,Kab,BEKASI,Jawa Barat,
69971304,SDNEGERI TELAGA MURNI 04,,SD,SDN,Negeri,219,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20606531,SDNEGERI TELAGASARI,,SD,SDN,Negeri,205,Neglasari,Kota,TANGERANG 2,Banten,
20218411,SDNEGERI TELAJUNG 01,,SD,SDN,Negeri,760,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218394,SDNEGERI TELAJUNG 02,,SD,SDN,Negeri,893,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218393,SDNEGERI TELAJUNG 03,,SD,SDN,Negeri,570,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20218392,SDNEGERI TELAJUNG 04,,SD,SDN,Negeri,674,Cikarang Barat,Kab,BEKASI,Jawa Barat,
20222723,SDNEGERI TELUK PUCUNG I,,SD,SDN,Negeri,799,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20231531,SDNEGERI TELUK PUCUNG III,,SD,SDN,Negeri,519,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20222703,SDNEGERI TELUK PUCUNG V,,SD,SDN,Negeri,503,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20222891,SDNEGERI TELUK PUCUNG VI,,SD,SDN,Negeri,503,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20253376,SDNEGERI TELUK PUCUNG VIII,,SD,SDN,Negeri,420,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20222721,SDNEGERI TELUK PUCUNG XI,,SD,SDN,Negeri,327,Bekasi Utara,Kota,BEKASI,Jawa Barat,
20603429,SDNEGERI TELUKNAGA I,,SD,SDN,Negeri,0,Teluk Naga,Kab,TANGERANG,Banten,
20603447,SDNEGERI TELUKNAGA III,,SD,SDN,Negeri,0,Teluk Naga,Kab,TANGERANG,Banten,
20200952,SDNEGERI TELUKPINANG 03,,SD,SDN,Negeri,541,Ciawi,Kab,BOGOR 2,Jawa Barat,
20605252,SDNEGERI TEMBAKANG 1,,SD,SDN,Negeri,198,Pontang,Kab,SERANG,Banten,
20605253,SDNEGERI TEMBAKANG 2,,SD,SDN,Negeri,127,Pontang,Kab,SERANG,Banten,
20605265,SDNEGERI TEMBONG 1,,SD,SDN,Negeri,363,Cipocok Jaya,Kota,SERANG,Banten,
20605266,SDNEGERI TEMBONG 2,,SD,SDN,Negeri,370,Cipocok Jaya,Kota,SERANG,Banten,
20605267,SDNEGERI TEMBONG 3,,SD,SDN,Negeri,0,Cipocok Jaya,Kota,SERANG,Banten,
20200942,SDNEGERI TENJO 04,,SD,SDN,Negeri,189,Tenjo,Kab,BOGOR 2,Jawa Barat,
20200932,SDNEGERI TENJO 05,,SD,SDN,Negeri,137,Tenjo,Kab,BOGOR 2,Jawa Barat,
20605268,SDNEGERI TENJOAYU 1,,SD,SDN,Negeri,185,Tanara,Kab,SERANG,Banten,
20605269,SDNEGERI TENJOAYU 2,,SD,SDN,Negeri,413,Tirtayasa,Kab,SERANG,Banten,
20605270,SDNEGERI TENJOAYU 3,,SD,SDN,Negeri,102,Tanara,Kab,SERANG,Banten,
20200934,SDNEGERI TENJOSARI,,SD,SDN,Negeri,162,Dramaga,Kab,BOGOR 2,Jawa Barat,
20605271,SDNEGERI TERAS 1,,SD,SDN,Negeri,296,Carenang,Kab,SERANG,Banten,
20605272,SDNEGERI TERAS 2,,SD,SDN,Negeri,0,Carenang,Kab,SERANG,Banten,
20605273,SDNEGERI TERAS 3,,SD,SDN,Negeri,0,Carenang,Kab,SERANG,Banten,
20605264,SDNEGERI TERAS BENDUNG 1,,SD,SDN,Negeri,0,Lebak Wangi,Kab,SERANG,Banten,
20605263,SDNEGERI TERAS BENDUNG 2,,SD,SDN,Negeri,0,Lebak Wangi,Kab,SERANG,Banten,
20605254,SDNEGERI TERAS BENDUNG 3,,SD,SDN,Negeri,0,Lebak Wangi,Kab,SERANG,Banten,
20605255,SDNEGERI TERAS BENDUNG 4,,SD,SDN,Negeri,0,Lebak Wangi,Kab,SERANG,Banten,
20605256,SDNEGERI TERATE,,SD,SDN,Negeri,266,Kramatwatu,Kab,SERANG,Banten,
20605257,SDNEGERI TERENGGANA,,SD,SDN,Negeri,230,Kasemen,Kota,SERANG,Banten,
20605258,SDNEGERI TERONDOL,,SD,SDN,Negeri,0,Serang,Kota,SERANG,Banten,
20605259,SDNEGERI TERUMBU,,SD,SDN,Negeri,0,Kasemen,Kota,SERANG,Banten,
20605260,SDNEGERI TERWANA,,SD,SDN,Negeri,0,Kasemen,Kota,SERANG,Banten,
20603520,SDNEGERI TIGARAKSA 01,,SD,SDN,Negeri,231,Tiga Raksa,Kab,TANGERANG,Banten,
20603585,SDNEGERI TIGARAKSA 02,,SD,SDN,Negeri,365,Tiga Raksa,Kab,TANGERANG,Banten,
20603602,SDNEGERI TIGARAKSA 04,,SD,SDN,Negeri,0,Tiga Raksa,Kab,TANGERANG,Banten,
20603601,SDNEGERI TIGARAKSA III,,SD,SDN,Negeri,495,Tiga Raksa,Kab,TANGERANG,Banten,
20605261,SDNEGERI TINGGAR 1,,SD,SDN,Negeri,437,Curug,Kota,SERANG,Banten,
20605262,SDNEGERI TINGGAR 2,,SD,SDN,Negeri,202,Curug,Kota,SERANG,Banten,
20605274,SDNEGERI TINGGULUN,,SD,SDN,Negeri,0,Kibin,Kab,SERANG,Banten,
20605367,SDNEGERI TIREM 1,,SD,SDN,Negeri,0,Lebak Wangi,Kab,SERANG,Banten,
20605379,SDNEGERI TIREM 2,,SD,SDN,Negeri,153,Lebak Wangi,Kab,SERANG,Banten,
20605380,SDNEGERI TIRTAYASA 1,,SD,SDN,Negeri,319,Tirtayasa,Kab,SERANG,Banten,
20605381,SDNEGERI TIRTAYASA 2,,SD,SDN,Negeri,87,Tirtayasa,Kab,SERANG,Banten,
20605382,SDNEGERI TIRTAYASA 3,,SD,SDN,Negeri,94,Tirtayasa,Kab,SERANG,Banten,
20200938,SD NEGERI TLAJUNG UDIK 01,,SD,SDN,Negeri,249,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20200939,SD NEGERI TLAJUNG UDIK 02,,SD,SDN,Negeri,644,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20200940,SD NEGERI TLAJUNG UDIK 03,,SD,SDN,Negeri,252,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20200941,SD NEGERI TLAJUNG UDIK 04,,SD,SDN,Negeri,504,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20230595,SD NEGERI TLAJUNG UDIK 05,,SD,SDN,Negeri,593,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20200955,SD NEGERI TLAJUNG UDIK 06,,SD,SDN,Negeri,349,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20105581,SDNEGERI TOMANG 01 PAGI,,SD,SDN,Negeri,485,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20101172,SDNEGERI TOMANG 03 PAGI,,SD,SDN,Negeri,367,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20101170,SDNEGERI TOMANG 08 PAGI,,SD,SDN,Negeri,212,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20105587,SDNEGERI TOMANG 11 PAGI,,SD,SDN,Negeri,406,Grogol Petamburan,Kota,JAKARTA BARAT,DKI Jakarta,
20605383,SDNEGERI TONJONG,,SD,SDN,Negeri,0,Kramatwatu,Kab,SERANG,Banten,
20606530,SDNEGERI TOTAL PERSADA,,SD,SDN,Negeri,1331,Periuk,Kota,TANGERANG 2,Banten,
20605384,SDNEGERI TOYOMERTO 1,,SD,SDN,Negeri,282,Kramatwatu,Kab,SERANG,Banten,
20605385,SDNEGERI TOYOMERTO 2,,SD,SDN,Negeri,172,Kramatwatu,Kab,SERANG,Banten,
20245405,SDNEGERI TRIDAYASAKTI 02,,SD,SDN,Negeri,750,Tambun Selatan,Kab,BEKASI,Jawa Barat,
20218391,SDNEGERI TRIDAYASAKTI 03,,SD,SDN,Negeri,554,Tambun Selatan,Kab,BEKASI,Jawa Barat,
20218390,SDNEGERI TRIDAYASAKTI 04,,SD,SDN,Negeri,458,Tambun Selatan,Kab,BEKASI,Jawa Barat,
20228978,SDNEGERI TUGU 1,,SD,SDN,Negeri,719,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20228979,SDNEGERI TUGU 10,,SD,SDN,Negeri,0,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20228982,SDNEGERI TUGU 3,,SD,SDN,Negeri,772,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20228983,SDNEGERI TUGU 4,,SD,SDN,Negeri,778,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20228985,SDNEGERI TUGU 6,,SD,SDN,Negeri,954,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20228986,SDNEGERI TUGU 7,,SD,SDN,Negeri,371,Cimanggis,Kota,DEPOK 2,Jawa Barat,
20230598,SDNEGERI TUGU SELATAN 01,,SD,SDN,Negeri,684,Cisarua,Kab,BOGOR 2,Jawa Barat,
20230599,SDNEGERI TUGU SELATAN 02,,SD,SDN,Negeri,536,Cisarua,Kab,BOGOR 2,Jawa Barat,
20230600,SDNEGERI TUGU UTARA 01,,SD,SDN,Negeri,258,Cisarua,Kab,BOGOR 2,Jawa Barat,
20230601,SDNEGERI TUGU UTARA 02,,SD,SDN,Negeri,559,Cisarua,Kab,BOGOR 2,Jawa Barat,
20104954,SDNEGERI TUGU UTARA 03 PG JAKARTA,,SD,SDN,Negeri,356,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
20104956,SDNEGERI TUGU UTARA 05,,SD,SDN,Negeri,344,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
20100577,SDNEGERI TUGU UTARA 11,,SD,SDN,Negeri,492,Koja,Kota,JAKARTA UTARA,DKI Jakarta,
20605386,SDNEGERI TUNGGAK,,SD,SDN,Negeri,256,Bojonegara,Kab,SERANG,Banten,
20200870,SDNEGERI TUNGGILIS,,SD,SDN,Negeri,659,Cileungsi,Kab,BOGOR 1,Jawa Barat,
20605387,SDNEGERI TUNJUNG 1,,SD,SDN,Negeri,285,Tunjung Teja,Kab,SERANG,Banten,
20605378,SDNEGERI TUNJUNG 2,,SD,SDN,Negeri,215,Tunjung Teja,Kab,SERANG,Banten,
20605377,SDNEGERI TURUNBALES,,SD,SDN,Negeri,0,Cikeusal,Kab,SERANG,Banten,
20108744,SDNEGERI UJUNG MENTENG 01 PAGI,,SD,SDN,Negeri,378,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20103478,SDNEGERI UJUNG MENTENG 03,,SD,SDN,Negeri,633,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20103475,SDNEGERI UJUNG MENTENG 07 PAGI,,SD,SDN,Negeri,382,Cakung,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20605368,SDNEGERI UJUNG TEBU,,SD,SDN,Negeri,0,Curug,Kota,SERANG,Banten,
20605369,SDNEGERI UJUNG TEBU 1,,SD,SDN,Negeri,0,Ciomas,Kab,SERANG,Banten,
20605370,SDNEGERI UJUNG TEBU 2,,SD,SDN,Negeri,206,Ciomas,Kab,SERANG,Banten,
20605371,SDNEGERI UJUNG TEBU 3,,SD,SDN,Negeri,125,Ciomas,Kab,SERANG,Banten,
20605372,SDNEGERI UKIRSARI,,SD,SDN,Negeri,0,Bojonegara,Kab,SERANG,Banten,
20102196,SDNEGERI ULUJAMI 01,,SD,SDN,Negeri,744,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20102195,SDNEGERI ULUJAMI 02,,SD,SDN,Negeri,447,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20102207,SDNEGERI ULUJAMI 04,,SD,SDN,Negeri,743,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20102208,SDNEGERI ULUJAMI 06 PAGI,,SD,SDN,Negeri,401,Pesanggrahan,Kota,JAKARTA SELATAN 1,DKI Jakarta,
20605373,SDNEGERI UMBUL,,SD,SDN,Negeri,0,Petir,Kab,SERANG,Banten,
20605374,SDNEGERI UMBUL KAPUK,,SD,SDN,Negeri,520,Taktakan,Kota,SERANG,Banten,
20605375,SDNEGERI UMBUL TENGAH 1,,SD,SDN,Negeri,397,Taktakan,Kota,SERANG,Banten,
20605376,SDNEGERI UMBUL TENGAH 2,,SD,SDN,Negeri,248,Taktakan,Kota,SERANG,Banten,
20605388,SDNEGERI UNDAR ANDIR 1,,SD,SDN,Negeri,159,Kragilan,Kab,SERANG,Banten,
20605389,SDNEGERI UNDAR ANDIR 2,,SD,SDN,Negeri,185,Kragilan,Kab,SERANG,Banten,
20605390,SDNEGERI UNYUR,,SD,SDN,Negeri,0,Serang,Kota,SERANG,Banten,
20228993,SDNEGERI UTAN JAYA,,SD,SDN,Negeri,933,Cipayung,Kota,DEPOK 1,Jawa Barat,
20108414,SDNEGERI UTAN KAYU SELATAN 09 PAGI,,SD,SDN,Negeri,0,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20108418,SDNEGERI UTAN KAYU SELATAN 13 PAGI,,SD,SDN,Negeri,342,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20103419,SDNEGERI UTAN KAYU SELATAN 18,,SD,SDN,Negeri,257,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20109169,SDNEGERI UTAN KAYU SELATAN 27 PAGI,,SD,SDN,Negeri,238,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20108849,SDNEGERI UTAN KAYU UTARA 11 PAGI,,SD,SDN,Negeri,399,Matraman,Kota,JAKARTA TIMUR 2,DKI Jakarta,
20104707,SDNEGERI UTAN PANJANG 01 PG,,SD,SDN,Negeri,437,Kemayoran,Kota,JAKARTA PUSAT,DKI Jakarta,
20104709,SDNEGERI UTAN PANJANG 03 PAGI,,SD,SDN,Negeri,423,Kemayoran,Kota,JAKARTA PUSAT,DKI Jakarta,
20607914,SDNEGERI UWUNG JAYA,,SD,SDN,Negeri,730,Cibodas,Kota,TANGERANG 2,Banten,
20605402,SDNEGERI WADAS KUBANG,,SD,SDN,Negeri,149,Petir,Kab,SERANG,Banten,
20605403,SDNEGERI WADASARI,,SD,SDN,Negeri,0,Bojonegara,Kab,SERANG,Banten,
20605404,SDNEGERI WALANTAKA 1,,SD,SDN,Negeri,0,Walantaka,Kota,SERANG,Banten,
20605405,SDNEGERI WALANTAKA 2,,SD,SDN,Negeri,0,Walantaka,Kota,SERANG,Banten,
20614211,SDNEGERI WALANTAKA 3,,SD,SDN,Negeri,325,Walantaka,Kota,SERANG,Banten,
20605408,SDNEGERI WALIKUKUN,,SD,SDN,Negeri,141,Carenang,Kab,SERANG,Banten,
20603610,SDNEGERI WALIWIS I,,SD,SDN,Negeri,0,Mekar Baru,Kab,TANGERANG,Banten,
20603611,SDNEGERI WALIWIS II,,SD,SDN,Negeri,0,Mekar Baru,Kab,TANGERANG,Banten,
20218388,SDNEGERI WALUYA 01,,SD,SDN,Negeri,742,Cikarang Utara,Kab,BEKASI,Jawa Barat,
69892594,SDNEGERI WALUYA 02,,SD,SDN,Negeri,1408,Cikarang Utara,Kab,BEKASI,Jawa Barat,
20200871,SDNEGERI WANAHERANG 05,,SD,SDN,Negeri,306,Gunung Putri,Kab,BOGOR 1,Jawa Barat,
20218387,SDNEGERI WANAJAYA 01,,SD,SDN,Negeri,676,Cibitung,Kab,BEKASI,Jawa Barat,
20247244,SDNEGERI WANAJAYA 02,,SD,SDN,Negeri,814,Cibitung,Kab,BEKASI,Jawa Barat,
20247245,SDNEGERI WANAJAYA 03,,SD,SDN,Negeri,976,Cibitung,Kab,BEKASI,Jawa Barat,
20218389,SDNEGERI WANAJAYA 04,,SD,SDN,Negeri,664,Cibitung,Kab,BEKASI,Jawa Barat,
20218386,SDNEGERI WANAJAYA 05,,SD,SDN,Negeri,516,Cibitung,Kab,BEKASI,Jawa Barat,
